"make","mileage","model","vin","price_july_22","price_aug_11","percentage_of_difference"
"Subaru",44392,"Forester Sport","JF2SKAPC1KH569518",30798.0,NULL,NULL
"Ford",45944,"F-150 XLT","1FTEW1E54JFC90420",38289.0,NULL,NULL
"GMC",79429,"Acadia Denali","1GKKVTKD6EJ355711",21499.0,NULL,NULL
"Acura",21717,"RDX A-Spec","5J8TC2H68KL000565",43495.0,NULL,NULL
"Chevrolet",82148,"Silverado 1500 LT","3GCUKREC9FG107104",27798.0,NULL,NULL
"Mercedes-Benz",10443,"GLB 250 Base 4MATIC","W1N4M4HBXMW106440",47633.0,NULL,NULL
"Subaru",3003,"Forester Limited","JF2SKAUC2KH589247",35989.0,NULL,NULL
"Jeep",96392,"Grand Cherokee Limited","1C4RJFBG3FC790094",21998.0,NULL,NULL
"BMW",31507,"X7 xDrive40i","5UXCW2C53KL088718",70200.0,NULL,NULL
"Ford",80819,"F-150 Lariat","1FTEW1EP4GFA54327",33995.0,NULL,NULL
"Chevrolet",90353,"Traverse LTZ","1GNKVJKD1FJ269764",20680.0,NULL,NULL
"Lexus",39618,"RX 350 Base","2T2HZMDAXLC221565",48999.0,NULL,NULL
"Mazda",41727,"CX-5 Touring","JM3KFBCM9L0764636",27599.0,NULL,NULL
"Honda",82039,"CR-V EX-L","2HKRM4H73EH610117",20995.0,NULL,NULL
"RAM",33808,"1500 Laramie","1C6SRFDTXLN220198",41998.0,NULL,NULL
"Ford",45370,"Expedition XLT","1FMJU1JT2KEA90583",51990.0,NULL,NULL
"GMC",76213,"Sierra 1500 Denali","3GTU2WEC0FG272862",36494.0,NULL,NULL
"Chevrolet",72009,"Cruze LT","1G1BE5SM6H7216759",16999.0,NULL,NULL
"Honda",13136,"CR-V Touring","5J6RW2H92KL018970",35386.0,NULL,NULL
"Toyota",48083,"Highlander XLE","5TDGZRBH9LS508786",42385.0,NULL,NULL
"Lincoln",24870,"Continental Reserve","1LN6L9NC9L5605162",59895.0,NULL,NULL
"Jeep",21053,"Grand Cherokee Limited","1C4RJFBG2KC841420",36992.0,NULL,NULL
"Chevrolet",37881,"Trax LT","3GNCJLSB1KL328082",19747.0,NULL,NULL
"Mazda",77027,"CX-9 Touring","JM3TCBCY9J0225575",27377.0,NULL,NULL
"Chevrolet",39092,"Equinox Premier w/2LZ","2GNAXYEX8L6236712",33996.0,NULL,NULL
"Volkswagen",76396,"Tiguan 2.0T SE","3VV2B7AX6JM122188",23475.0,NULL,NULL
"Honda",20177,"HR-V EX-L","3CZRU6H74KM713476",27995.0,NULL,NULL
"Honda",27338,"Ridgeline RTL-E","5FPYK3F70LB010902",38991.0,NULL,NULL
"Cadillac",33800,"XT5 Luxury","1GYKNDRS0JZ216086",31950.0,NULL,NULL
"Honda",24608,"Odyssey EX-L","5FNRL6H78KB119826",36995.0,NULL,NULL
"RAM",20078,"1500 Classic SLT","1C6RR7GG1MS507595",37900.0,NULL,NULL
"Jeep",93317,"Grand Cherokee Limited","1C4RJFBGXFC725582",22398.0,NULL,NULL
"Volkswagen",46000,"Tiguan 2.0T SE","3VV2B7AX0JM129878",28975.0,NULL,NULL
"Honda",37156,"CR-V EX","5J6RW2H56KL017382",30490.0,NULL,NULL
"Ford",45318,"Escape SE","1FMCU0GD7KUC03033",23799.0,NULL,NULL
"Mercedes-Benz",55333,"GLC 300 Base 4MATIC","WDC0G4KB5KV187933",35107.0,NULL,NULL
"Volkswagen",95325,"Touareg VR6","WVGEF9BP1GD004673",20785.0,NULL,NULL
"Ford",53469,"Edge SEL","2FMPK4J93LBA30105",28865.0,NULL,NULL
"Toyota",20600,"Camry SE","4T1B11HK8KU274121",28995.0,NULL,NULL
"Subaru",52131,"Outback Limited","4S4BTANC9L3117812",34922.0,NULL,NULL
"Buick",62295,"Enclave Essence","5GAEVAKW4KJ269471",35599.0,NULL,NULL
"BMW",5210,"X3 xDrive30i","5UXTY5C07M9F29687",45995.0,NULL,NULL
"Toyota",10898,"RAV4 Limited","2T3DFREV4HW661093",32998.0,NULL,NULL
"Acura",51216,"RDX A-Spec","5J8TC2H65KL013158",38495.0,NULL,NULL
"Volvo",52021,"XC60 T6 Dynamic","YV449MRR1H2222625",26998.0,NULL,NULL
"Land",43716,"Rover Range Rover 3.0L V6 Supercharged HSE","SALGS2SV0KA528804",82999.0,NULL,NULL
"BMW",32415,"X5 xDrive40i","5UXCR6C50KLL10954",54670.0,NULL,NULL
"Toyota",44082,"RAV4 XLE Premium","2T3A1RFV1KW063728",37385.0,NULL,NULL
"Ford",16333,"F-150 XLT","1FTEW1EP5KFB97831",43017.0,NULL,NULL
"BMW",49129,"535 i xDrive","WBA5B3C5XGG254676",25787.0,NULL,NULL
"Jeep",19159,"Cherokee Trailhawk","1C4PJMBX7KD350931",30880.0,NULL,NULL
"Ford",37693,"Edge SEL","2FMPK4J91KBC48462",30499.0,NULL,NULL
"Ford",14414,"F-150 Platinum","1FTFW1E86MFA52104",70998.0,NULL,NULL
"Honda",26834,"CR-V EX","5J6RW2H54KL037405",29998.0,NULL,NULL
"Honda",48082,"CR-V EX-L","5J6RW2H8XKL035524",29995.0,NULL,NULL
"Mercedes-Benz",7635,"C-Class C 300 4MATIC","W1KWF8EB5MR648815",39881.0,NULL,NULL
"Jeep",13658,"Compass Limited","3C4NJCCB2LT247917",29989.0,NULL,NULL
"Kia",17163,"Soul !","KNDJX3AA1K7693972",29998.0,NULL,NULL
"Jeep",24344,"Grand Cherokee Limited","1C4RJFBG9LC104992",42990.0,NULL,NULL
"Toyota",23956,"RAV4 XLE","2T3P1RFVXKW076200",34800.0,NULL,NULL
"Subaru",55102,"Crosstrek 2.0i Premium","JF2GTADC6J8341925",26988.0,NULL,NULL
"Volkswagen",20465,"Atlas 3.6L SEL","1V2BR2CA2MC529838",43975.0,NULL,NULL
"GMC",32677,"Acadia Denali","1GKKNXLS6HZ254761",35995.0,NULL,NULL
"Toyota",35999,"4Runner SR5","JTEBU5JR4L5780935",39998.0,NULL,NULL
"Jeep",19265,"Grand Cherokee L Limited","1C4RJKBG7M8112652",51720.0,NULL,NULL
"Ford",17158,"Bronco Sport Big Bend","3FMCR9B60MRA49967",37998.0,NULL,NULL
"Chrysler",21324,"Pacifica Touring L","2C4RC1BG6MR565184",39998.0,NULL,NULL
"Kia",71226,"Sedona LX","KNDMB5C16H6320218",20597.0,NULL,NULL
"BMW",26497,"330 i xDrive","WBA5R7C56KAJ79781",39480.0,NULL,NULL
"Mercedes-Benz",24444,"C-Class C 300 4MATIC","55SWF8EB8KU301474",36405.0,NULL,NULL
"Cadillac",14870,"XT6 Premium Luxury AWD","1GYKPDRS2LZ183217",55497.0,NULL,NULL
"GMC",38764,"Sierra 1500 Denali","1GTU9FEL7LZ122688",60121.0,NULL,NULL
"Toyota",30465,"Camry SE","4T1G11AK1LU359884",29800.0,NULL,NULL
"Audi",56609,"A3 2.0T Premium","WAUBFGFFXF1111425",21997.0,NULL,NULL
"Cadillac",33313,"XT4 Sport","1GYFZFR43KF112438",39998.0,NULL,NULL
"Mazda",14256,"CX-9 Grand Touring","JM3TCBDY6L0411382",39998.0,NULL,NULL
"Toyota",16823,"4Runner Limited","JTEKU5JR3M5882986",52991.0,NULL,NULL
"GMC",61322,"Acadia Limited Limited","1GKKVSKD1HJ231571",27688.0,NULL,NULL
"Ford",24383,"Fusion SE","3FA6P0HD5LR170460",24999.0,NULL,NULL
"Honda",26896,"CR-V LX","2HKRW6H30KH204990",26495.0,NULL,NULL
"Hyundai",15132,"Kona SEL Plus","KM8K6CAA3MU678610",28540.0,NULL,NULL
"Chevrolet",34739,"Silverado 1500 LTZ","1GCUYGED1KZ327911",46450.0,NULL,NULL
"Dodge",20533,"Durango R/T","1C4SDJCT7MC606053",61998.0,NULL,NULL
"Subaru",89690,"Outback 2.5i Premium","4S4BSAFCXK3394324",24995.0,NULL,NULL
"Alfa",17084,"Romeo Giulia Ti","ZARFAEEN6H7544777",32998.0,NULL,NULL
"Chevrolet",41800,"Tahoe High Country","1GNSKTKL5MR103838",73999.0,NULL,NULL
"Honda",47033,"CR-V EX-L","7FARW2H80KE008250",29999.0,NULL,NULL
"Honda",13425,"CR-V EX-L","2HKRW2H89LH697302",33998.0,NULL,NULL
"Ford",33788,"F-150 XLT","1FTEW1EP7LFA56700",46988.0,NULL,NULL
"Chevrolet",54479,"Equinox 1LT","3GNAXSEV1JS637495",25995.0,NULL,NULL
"Subaru",28219,"Forester Limited","JF2SKASC7KH540810",25942.0,NULL,NULL
"RAM",81916,"1500 Express","1C6RR7FTXHS587984",25943.0,NULL,NULL
"Toyota",27963,"RAV4 XLE","JTMP1RFV9KD018317",36977.0,NULL,NULL
"Ford",92970,"Edge SEL","2FMTK3J91FBB34007",17857.0,NULL,NULL
"Subaru",14502,"Outback Limited","4S4BTAMC4M3125108",35995.0,NULL,NULL
"Subaru",22926,"Ascent Limited 7-Passenger","4S4WMAPDXK3462138",36998.0,NULL,NULL
"Chevrolet",26784,"Equinox Premier","2GNFLGEKXH6181347",24997.0,NULL,NULL
"GMC",19001,"Sierra 1500 Denali","1GTU9FET9MZ353965",65599.0,NULL,NULL
"Kia",11763,"K5 GT-Line","5XXG64J22NG121669",34000.0,NULL,NULL
"Nissan",1146,"Rogue SL","5N1AT3CB0MC711496",36898.0,NULL,NULL
"Chevrolet",46454,"Silverado 1500 Custom","1GCPYBEH6KZ316387",34490.0,NULL,NULL
"Chevrolet",41971,"Equinox 1LT","3GNAXKEV3KS569878",23987.0,NULL,NULL
"Mercedes-Benz",45302,"C-Class C 300 4MATIC","55SWF8EB9KU283759",34333.0,NULL,NULL
"Honda",23912,"CR-V EX","5J6RW2H57KL017374",29998.0,NULL,NULL
"Subaru",38948,"Outback 2.5i Premium","4S4BSAFC8K3246754",27299.0,NULL,NULL
"Ford",45845,"Escape SE","1FMCU9GD0JUA23749",22900.0,NULL,NULL
"GMC",31456,"Canyon SLT","1GTG6DE32G1150252",34990.0,NULL,NULL
"GMC",21102,"Sierra 1500 Denali","1GTU9FEL7KZ130546",57423.0,NULL,NULL
"Toyota",21585,"Camry LE","4T4BF1FK1FR501746",19990.0,NULL,NULL
"Ford",1208,"F-150 XLT","1FTEW1EP2MKE41946",53799.0,NULL,NULL
"Ford",37229,"Escape SE","1FMCU9GD0JUB12351",18995.0,NULL,NULL
"Chevrolet",81681,"Cruze LT","3G1BE6SM2HS540170",15998.0,NULL,NULL
"Ford",59497,"Escape SE","1FMCU0GD1KUA64873",22399.0,NULL,NULL
"Toyota",45419,"Camry SE","4T1B11HKXKU190222",27416.0,NULL,NULL
"Ford",64373,"Expedition XLT","1FMJU1JT1KEA26776",46990.0,NULL,NULL
"Ford",60341,"Edge SEL","2FMPK4J97LBA15252",26997.0,NULL,NULL
"Honda",34005,"Passport EX-L","5FNYF8H58LB006439",35485.0,NULL,NULL
"Jeep",87281,"Grand Cherokee Limited","1C4RJFBG2JC409487",29000.0,NULL,NULL
"BMW",52932,"X5 xDrive35i","5UXKR0C30H0V80784",38777.0,NULL,NULL
"Ford",55548,"F-150 XLT","1FTEX1EP0KKC69331",35999.0,NULL,NULL
"Toyota",47461,"RAV4 LE","2T3F1RFV1KW032873",29799.0,NULL,NULL
"Ford",76538,"Explorer Sport","1FM5K8GT0FGB67422",27488.0,NULL,NULL
"Chevrolet",35789,"Cruze Limited 1LT","1G1PE5SB1G7227400",16980.0,NULL,NULL
"Chevrolet",89715,"Cruze LTZ","1G1PG5SB5F7201004",14995.0,NULL,NULL
"Subaru",47210,"Crosstrek 2.0i Premium","JF2GTAECXK8358372",25752.0,NULL,NULL
"Honda",22353,"CR-V EX-L","5J6RW2H8XLL009975",34998.0,NULL,NULL
"MINI",64350,"Countryman Cooper S ALL4","WMWZC5C56GWU00703",20995.0,NULL,NULL
"Chrysler",81941,"Pacifica Touring-L Plus","2C4RC1EG3HR534251",25966.0,NULL,NULL
"Lexus",36877,"RX 450h","2T2BGMCA1HC010517",42999.0,NULL,NULL
"Jeep",74025,"Compass Sport","3C4NJDAB0JT265175",21998.0,NULL,NULL
"Ford",46888,"Escape Titanium","1FMCU9J90KUB04093",27985.0,NULL,NULL
"Jeep",80784,"Grand Cherokee Limited","1C4RJFBG6JC432996",28988.0,NULL,NULL
"Honda",48549,"CR-V EX","7FARW2H51KE031963",29001.0,NULL,NULL
"Subaru",47226,"Ascent Touring 7-Passenger","4S4WMARD3L3445339",31754.0,NULL,NULL
"Ford",83786,"Explorer Limited","1FM5K8FH1HGA75803",28447.0,NULL,NULL
"Toyota",56671,"RAV4 XLE","JTMP1RFV5KJ002035",32895.0,NULL,NULL
"Chevrolet",27661,"Equinox Premier w/2LZ","2GNAXYEX2L6191685",33997.0,NULL,NULL
"Ford",75650,"Explorer sport","1FM5K8GT0JGC05840",33996.0,NULL,NULL
"Toyota",13534,"RAV4 Prime SE","JTMAB3FV3MD028974",58998.0,NULL,NULL
"Ford",54919,"F-150 XLT","1FTFW1E5XKKC05996",38688.0,NULL,NULL
"Toyota",46650,"Corolla LE","5YFEPRAE9LP094003",23985.0,NULL,NULL
"Hyundai",27546,"Palisade Limited","KM8R5DHE3LU085733",52900.0,NULL,NULL
"Jeep",32144,"Compass Limited","3C4NJDCB2LT230475",30699.0,NULL,NULL
"Chevrolet",35613,"Suburban LT","1GNSKHKC8KR317491",54000.0,NULL,NULL
"Chevrolet",66455,"Equinox LT","2GNFLFEK2H6299970",20466.0,NULL,NULL
"Honda",32011,"Ridgeline RTL-E","5FPYK3F75LB005999",39490.0,NULL,NULL
"Toyota",46391,"Camry SE","4T1G11AK1LU932590",28895.0,NULL,NULL
"Buick",53938,"Enclave Essence","5GAEVAKW3KJ210041",34977.0,NULL,NULL
"Toyota",87244,"RAV4 Limited","2T3DFREV8HW623463",26250.0,NULL,NULL
"Volkswagen",25295,"Tiguan 2.0T SE","3VV2B7AX0LM062542",29999.0,NULL,NULL
"Honda",19913,"Passport EX-L","5FNYF8H52LB005156",36675.0,NULL,NULL
"Jeep",76696,"Grand Cherokee Overland","1C4RJFCM6EC376908",24950.0,NULL,NULL
"Toyota",38470,"RAV4 Hybrid LE","2T3MWRFV7KW025256",35988.0,NULL,NULL
"Honda",42436,"HR-V LX","3CZRU6H38JM704033",17997.0,NULL,NULL
"Audi",60570,"A4 2.0T Premium Plus","WAUENAF41JA103119",29998.0,NULL,NULL
"Honda",61968,"Pilot EX-L","5FNYF6H55KB040633",33299.0,NULL,NULL
"Ford",34495,"F-150 Lariat","1FTEW1EP5KFB06184",43905.0,NULL,NULL
"Lincoln",45569,"MKC Select","5LMCJ2D93GUJ30669",24495.0,NULL,NULL
"Lexus",23032,"RX 350 350","2T2BZMCA2KC210839",47599.0,NULL,NULL
"Ford",82191,"Explorer Limited","1FM5K8F84HGC68480",28998.0,NULL,NULL
"Kia",74063,"Sportage LX","KNDPMCACXJ7449160",19995.0,NULL,NULL
"MINI",39757,"Clubman Cooper S ALL4","WMWLU5C54H2C46071",24999.0,NULL,NULL
"Mazda",56042,"Mazda6 i Touring","JM1GJ1V63E1155772",18165.0,NULL,NULL
"Audi",39788,"Q7 55 Premium","WA1AAAF79KD007126",45442.0,NULL,NULL
"Audi",24118,"Q5 2.0T Premium Plus","WA1BNAFY0K2076509",42206.0,NULL,NULL
"Kia",43617,"Sportage LX","KNDPMCACXK7605845",22992.0,NULL,NULL
"Buick",53608,"Enclave Essence","5GAERBKW7JJ128967",31571.0,NULL,NULL
"Nissan",10609,"Rogue SL","5N1AT3CB0MC795898",38399.0,NULL,NULL
"GMC",67853,"Sierra 1500 SLT","3GTU2VECXFG335024",37444.0,NULL,NULL
"Buick",87626,"Enclave Leather","5GAKVBKD6GJ329488",23281.0,NULL,NULL
"GMC",7563,"Yukon XL Denali","1GKS2JKT7MR468328",94497.0,NULL,NULL
"BMW",60237,"535 i xDrive","WBA5B3C52GG252436",23572.0,NULL,NULL
"Subaru",19310,"Legacy Premium","4S3BWAF66M3011534",28747.0,NULL,NULL
"Kia",28090,"Sorento LX","5XYPGDA3XKG571079",28899.0,NULL,NULL
"Volkswagen",14395,"Tiguan 2.0T SE","3VV2B7AX4KM041465",27475.0,NULL,NULL
"Honda",87345,"Accord EX-L","1HGCR3F82EA024630",19599.0,NULL,NULL
"Lexus",82964,"LX 570 Base","JTJHY7AX7H4221046",62999.0,NULL,NULL
"Honda",32904,"Accord LX","1HGCV1F15KA126826",26599.0,NULL,NULL
"Hyundai",30830,"Sonata SEL","5NPE34AF4KH778024",23599.0,NULL,NULL
"Jeep",76896,"Grand Cherokee Trailhawk","1C4RJFLT5JC368364",33995.0,NULL,NULL
"Toyota",15532,"RAV4 LE","2T3F1RFV9KW064339",32000.0,NULL,NULL
"BMW",23071,"X3 xDrive30i","5UXTR9C56KLE17267",41998.0,NULL,NULL
"Ford",37266,"Escape SE","1FMCU9GDXKUC54322",25499.0,NULL,NULL
"Toyota",47094,"RAV4 Hybrid LE","2T3MWRFV6KW021201",32995.0,NULL,NULL
"Jeep",33336,"Grand Cherokee L Limited","1C4RJKBG3M8205197",47949.0,NULL,NULL
"Chevrolet",50925,"Equinox 1LT","3GNAXKEV3KS542812",22900.0,NULL,NULL
"Toyota",35343,"RAV4 LE","2T3BFREV1JW749600",29885.0,NULL,NULL
"Mercedes-Benz",4402,"GLB 250 Base 4MATIC","W1N4M4HBXNW187487",48405.0,NULL,NULL
"Jeep",12439,"Wrangler Sport","1C4GJXAN4MW701545",38490.0,NULL,NULL
"Toyota",31183,"RAV4 XLE Premium","JTMA1RFV7KD018869",39714.0,NULL,NULL
"Buick",63550,"Encore Base","KL4CJESB8GB733671",18900.0,NULL,NULL
"Subaru",23707,"Crosstrek 2.0i Premium","JF2GTACC8K8259486",28989.0,NULL,NULL
"Land",44213,"Rover Range Rover HSE","SALGS2SV2KA548925",76999.0,NULL,NULL
"RAM",53862,"1500 Big Horn","3C6RR7LT9HG505769",31987.0,NULL,NULL
"Dodge",65979,"Durango R/T","1C4SDJCT8HC871098",35719.0,NULL,NULL
"Honda",10009,"Accord LX","1HGCV1F10KA111229",26995.0,NULL,NULL
"INFINITI",32796,"QX60 Luxe","5N1DL0MM8KC517436",45990.0,NULL,NULL
"Jeep",39905,"Grand Cherokee Limited","1C4RJFBG4LC151525",38934.0,NULL,NULL
"Ford",30848,"Edge SEL","2FMPK4J90LBB56860",33990.0,NULL,NULL
"Jeep",87709,"Grand Cherokee Laredo","1C4RJFAG6FC892958",20500.0,NULL,NULL
"Chevrolet",84142,"Equinox Premier","2GNFLGEK4H6130958",20995.0,NULL,NULL
"BMW",83846,"535 i xDrive","WBA5B3C57GG255896",24999.0,NULL,NULL
"Jeep",41769,"Grand Cherokee Limited","1C4RJFBG6LC231294",36680.0,NULL,NULL
"Ford",62124,"Edge SEL","2FMPK4J98HBC64960",23599.0,NULL,NULL
"Subaru",42812,"Forester 2.5i Premium","JF2SJAGC8JH453816",26788.0,NULL,NULL
"Chevrolet",98879,"Equinox LT","2GNFLFE31G6135472",15990.0,NULL,NULL
"Chevrolet",23344,"Blazer 2LT","3GNKBCRS9KS570011",35997.0,NULL,NULL
"Hyundai",12933,"Tucson Ultimate","KM8J3CALXLU223984",34000.0,NULL,NULL
"Hyundai",20908,"Sonata SE","5NPE24AF7KH778487",24900.0,NULL,NULL
"BMW",52090,"X5 xDrive40i","5UXCR6C53KLL11628",51980.0,NULL,NULL
"Kia",91673,"Soul Base","KNDJT2A52D7570869",10998.0,NULL,NULL
"Chevrolet",41832,"Silverado 1500 LTZ","1GCUYGEL2LZ243993",49990.0,NULL,NULL
"Ford",27294,"Edge SEL","2FMPK4J9XKBB49283",30995.0,NULL,NULL
"Genesis",13477,"GV70 3.5T Sport","KMUMCDTC3NU016602",71490.0,NULL,NULL
"BMW",42917,"X2 xDrive28i","WBXYJ5C37JEF70297",29599.0,NULL,NULL
"Lexus",37144,"RX 350 350","2T2BZMCAXKC171143",46999.0,NULL,NULL
"Honda",20461,"Pilot EX-L","5FNYF6H52LB053339",37875.0,NULL,NULL
"Chevrolet",58839,"Silverado 1500 LTZ","3GCUYGEL4KG171421",47599.0,NULL,NULL
"Toyota",34998,"Camry LE","4T1C11AK3MU561111",28990.0,NULL,NULL
"Acura",32284,"RDX Technology Package","5J8TC2H57LL002963",43989.0,NULL,NULL
"GMC",31122,"Sierra 1500 Denali","1GTU9FED8KZ206042",53950.0,NULL,NULL
"Ford",45161,"F-150 XLT","1FTFW1E54JKF46227",35850.0,NULL,NULL
"BMW",40906,"X3 xDrive30i","5UXTR9C55KLE13470",38380.0,NULL,NULL
"Honda",13599,"CR-V EX-L","2HKRW2H85LH679783",34599.0,NULL,NULL
"Jeep",46193,"Grand Cherokee Altitude","1C4RJFAG5JC286608",33659.0,NULL,NULL
"Subaru",34677,"Outback 2.5i Limited","4S4BSANC8K3323592",30995.0,NULL,NULL
"Chevrolet",32096,"Equinox 2LT","3GNAXVEX6LL170820",31990.0,NULL,NULL
"Jeep",86681,"Grand Cherokee Laredo","1C4RJFAG1FC708350",21499.0,NULL,NULL
"Ford",86272,"Edge SEL","2FMDK3JC6EBB54168",16990.0,NULL,NULL
"RAM",56860,"1500 Big Horn","1C6RR7TT2HS772518",31500.0,NULL,NULL
"Honda",65553,"CR-V LX","3CZRM3H30EG710928",19995.0,NULL,NULL
"Volkswagen",88337,"Tiguan 2.0T SE","3VV2B7AX0KM141224",24811.0,NULL,NULL
"Toyota",18170,"RAV4 XLE","2T3P1RFV6KW063069",31999.0,NULL,NULL
"Hyundai",24946,"Sonata SE","5NPE24AF8KH731629",22994.0,NULL,NULL
"Subaru",36543,"Outback 2.5i","4S4BSABC0K3356137",28995.0,NULL,NULL
"Subaru",37586,"Outback Touring XT","4S4BTGPD4L3114910",36777.0,NULL,NULL
"Subaru",80422,"Legacy 2.5i Limited","4S3BNBL63F3F30592",19000.0,NULL,NULL
"Subaru",26633,"Outback Limited","4S4BTALC3L3198020",34922.0,NULL,NULL
"Land",61464,"Rover Range Rover Evoque SE Premium","SALVP2BG7HH208874",29980.0,NULL,NULL
"Chevrolet",31790,"Traverse LT Leather","1GNEVHKW5LJ307421",39956.0,NULL,NULL
"Honda",33392,"Civic EX","SHHFK7H6XKU226457",28995.0,NULL,NULL
"Hyundai",28502,"Palisade Limited","KM8R5DHE6LU068263",49583.0,NULL,NULL
"BMW",72295,"X2 xDrive28i","WBXYJ5C37JEF74639",27997.0,NULL,NULL
"GMC",26951,"Acadia Denali","1GKKNXLS5KZ156568",42950.0,NULL,NULL
"Ford",65042,"Explorer Limited","1FM5K8F85HGC37481",30388.0,NULL,NULL
"Honda",36650,"CR-V EX-L","2HKRW2H87KH624069",29998.0,NULL,NULL
"Mercedes-Benz",17704,"GLC 300 Base 4MATIC","WDC0G4KB0JV094879",38495.0,NULL,NULL
"RAM",19185,"1500 Laramie","1C6SRFJT1MN588517",55999.0,NULL,NULL
"RAM",11262,"1500 Laramie","1C6SRFJT9MN668616",52991.0,NULL,NULL
"Lexus",58617,"GX 460 Base","JTJBM7FXXH5163423",38699.0,NULL,NULL
"RAM",53850,"1500 Classic Big Horn","1C6RR7TTXKS513556",34599.0,NULL,NULL
"Chevrolet",13094,"Equinox 1LT","3GNAXUEV1MS168635",27995.0,NULL,NULL
"Lincoln",70455,"MKZ Base","3LN6L2G97GR613126",20499.0,NULL,NULL
"Kia",30214,"Sportage LX","KNDPMCAC9L7807190",29812.0,NULL,NULL
"Jeep",52278,"Grand Cherokee Limited","1C4RJFBT1KC824198",38495.0,NULL,NULL
"Nissan",53842,"Rogue Select S","JN8AS5MV1FW762491",11388.0,NULL,NULL
"Toyota",41871,"RAV4 Limited","2T3DFREV5GW413529",27399.0,NULL,NULL
"Dodge",30548,"Durango GT","1C4RDJDG6JC307312",35991.0,NULL,NULL
"Lincoln",13629,"MKC Reserve","5LMTJ3DH3KUL29582",40871.0,NULL,NULL
"Ford",24517,"Escape SE","1FMCU9G97FUC36376",19998.0,NULL,NULL
"Honda",20680,"Ridgeline RTL-E","5FPYK3F75LB016999",39998.0,NULL,NULL
"Ford",85618,"Taurus Limited","1FAHP2F89DG113262",14994.0,NULL,NULL
"Lincoln",19686,"Nautilus Reserve","2LMPJ8K98LBL12141",34986.0,NULL,NULL
"Ford",23470,"Explorer Limited","1FMSK8FH5LGB19684",45499.0,NULL,NULL
"BMW",87095,"X5 xDrive35i","5UXKR0C56F0K69133",27980.0,NULL,NULL
"Ford",10762,"Mustang Bullitt","1FA6P8K05K5503892",48988.0,NULL,NULL
"Ford",18374,"Escape SE","1FMCU9GD9KUB91391",26455.0,NULL,NULL
"Ford",52086,"Fiesta SE","3FADP4BJ8KM138496",15781.0,NULL,NULL
"Chevrolet",49919,"Silverado 1500 LTZ","1GCUYGED9LZ381328",45990.0,NULL,NULL
"Lexus",29399,"ES 350","JTHBK1GG6F2164120",26596.0,NULL,NULL
"Subaru",58792,"Impreza 2.0i Premium","4S3GTAD65J3745269",21998.0,NULL,NULL
"Ford",37122,"Escape Titanium","1FMCU9J98KUB61139",29999.0,NULL,NULL
"Volvo",26656,"XC60 T6 Momentum","YV4A22RK4K1347016",41199.0,NULL,NULL
