"make","mileage","model","vin","price_july_22","price_aug_11","percentage_of_difference"
"Honda",60071,"CR-V LX","5J6RM4H38EL095134",19898.0,NULL,NULL
"Mercedes-Benz",57072,"GLC 300 Base 4MATIC","WDC0G4KB9JV079992",33124.0,NULL,NULL
"Ford",39887,"F-150 XLT","1FTFW1E54KFD37130",42499.0,NULL,NULL
"Ford",52385,"Edge SEL","2FMPK4J95KBC31535",28799.0,NULL,NULL
"Toyota",35603,"Highlander XLE","5TDHZRBH5LS000643",43991.0,NULL,NULL
"Subaru",26357,"Forester Premium","JF2SKAEC5KH548223",28995.0,NULL,NULL
"Honda",46098,"Odyssey EX-L","5FNRL6H75KB047810",39433.0,NULL,NULL
"Subaru",82000,"Outback Premium","4S4BSAFC1H3376674",18995.0,NULL,NULL
"Honda",54718,"CR-V SE","5J6RM4H40GL103464",22995.0,NULL,NULL
"Jeep",23456,"Grand Cherokee Limited","1C4RJFBG7LC363805",40000.0,NULL,NULL
"Ford",48103,"EcoSport SES","MAJ6S3JL1LC346078",24980.0,NULL,NULL
"Honda",25012,"Civic EX","19XFC1F38KE010083",25658.0,NULL,NULL
"Mazda",83873,"CX-5 Grand Touring","JM3KE4DY6G0639695",21798.0,NULL,NULL
"Porsche",9991,"Taycan 4S","WP0AB2Y16LSA53420",129990.0,NULL,NULL
"Jeep",52004,"Grand Cherokee Limited","1C4RJFBG8KC765413",32725.0,NULL,NULL
"Lexus",80776,"RX 350 F Sport","2T2BZMCA5HC081438",37011.0,NULL,NULL
"RAM",86260,"1500 Tradesman/Express","1C6RR7FT9ES170836",21995.0,NULL,NULL
"Toyota",45263,"RAV4 Limited","JTMDFREV4JD251347",33675.0,NULL,NULL
"Honda",28550,"CR-V LX","5J6RW6H30KL002107",26998.0,NULL,NULL
"Lincoln",84229,"MKZ Base","3LN6L2G97FR628787",17990.0,NULL,NULL
"Hyundai",27642,"Palisade SEL","KM8R2DHE7LU043638",42995.0,NULL,NULL
"Subaru",31865,"Outback 2.5i Limited","4S4BSANC0H3324969",27995.0,NULL,NULL
"Volvo",38216,"XC60 T6 Momentum","YV4A22RK4K1338526",41277.0,NULL,NULL
"Subaru",15162,"Legacy Premium","4S3BWAD65M3004271",27995.0,NULL,NULL
"Audi",99015,"Q7 3.0T Premium Plus","WA1LGAFE1FD020156",24595.0,NULL,NULL
"Chevrolet",39185,"Equinox 1LT","2GNAXKEV2L6229380",24293.0,NULL,NULL
"GMC",76050,"Sierra 3500 Denali","1GT42YEY6HF141401",60000.0,NULL,NULL
"Ford",37601,"Escape SE","1FMCU9GX4GUB72622",19499.0,NULL,NULL
"Honda",40212,"CR-V LX","2HKRW6H3XKH223188",25999.0,NULL,NULL
"Toyota",61928,"Camry SE","4T1B11HK0KU195297",25995.0,NULL,NULL
"Chrysler",8261,"Pacifica Touring-L","2C4RC3BG9MR514676",44982.0,NULL,NULL
"Jeep",16658,"Grand Cherokee Limited","1C4RJFBG4KC720520",37977.0,NULL,NULL
"Chevrolet",40076,"Equinox 1LT","2GNAXUEV1K6286065",25496.0,NULL,NULL
"Honda",32755,"Accord LX","1HGCV1F11KA166191",27911.0,NULL,NULL
"Chevrolet",25156,"Equinox 1LT","2GNAXKEV7L6158533",24993.0,NULL,NULL
"Subaru",17018,"Outback Limited","4S4BTAMC6M3124672",34995.0,NULL,NULL
"Honda",90026,"Accord EX-L","1HGCR2F84GA105688",21999.0,NULL,NULL
"Hyundai",29900,"Sonata SE","5NPE24AF8KH739746",22985.0,NULL,NULL
"Nissan",33411,"Murano SV","5N1AZ2MS1KN122255",26998.0,NULL,NULL
"Ford",70662,"Edge SEL","2FMTK3J81FBB26576",19995.0,NULL,NULL
"Ford",58318,"Edge SEL","2FMTK4J83FBC12137",22999.0,NULL,NULL
"Mercedes-Benz",82696,"C-Class C 300 4MATIC","WDDWF4KB7JR324287",26990.0,NULL,NULL
"Chevrolet",27529,"Trax LT","3GNCJPSB6KL254200",22700.0,NULL,NULL
"Honda",31109,"Civic EX","SHHFK7H65KU211901",28334.0,NULL,NULL
"Toyota",42115,"RAV4 XLE","2T3RFREV3JW800769",27296.0,NULL,NULL
"Nissan",47886,"Rogue SV","JN8AT2MV4JW306568",25995.0,NULL,NULL
"Subaru",58476,"Forester 2.5i Premium","JF2SJAEC9HH574464",17854.0,NULL,NULL
"Ford",23108,"F-150 XL","1FTEW1EP2MKD26022",41990.0,NULL,NULL
"Nissan",73532,"Rogue S","5N1AT2MM7GC879490",17498.0,NULL,NULL
"RAM",58140,"1500 Laramie","1C6SRFJT6KN677576",42900.0,NULL,NULL
"Toyota",26506,"Highlander XLE","5TDGZRBH1LS013773",43998.0,NULL,NULL
"Chrysler",21300,"Pacifica Touring L","2C4RC1BG0MR565181",40998.0,NULL,NULL
"Toyota",40314,"RAV4 LE","2T3F1RFVXMW185688",29799.0,NULL,NULL
"GMC",66851,"Terrain Denali","3GKALXEX4KL101465",34998.0,NULL,NULL
"Audi",48498,"A6 3.0T Prestige","WAUHGAFCXGN021499",30725.0,NULL,NULL
"Volkswagen",11101,"Tiguan 2.0T S","3VV0B7AX4KM070097",27975.0,NULL,NULL
"Ford",40014,"F-150 XLT","1FTEX1EB7KKC50439",33900.0,NULL,NULL
"Chrysler",89460,"Pacifica Touring L","2C4RC1BG9JR217794",24699.0,NULL,NULL
"Volkswagen",100000,"Eos Komfort","WVWBW7AH7CV000380",6000.0,NULL,NULL
"Volkswagen",13965,"Atlas 3.6L SE w/Technology","1V2UR2CA1KC549097",38457.0,NULL,NULL
"Chevrolet",5279,"Corvette Grand Sport","1G1YY3D74J5100958",70945.0,NULL,NULL
"Subaru",35562,"Ascent Touring 7-Passenger","4S4WMARD7L3436949",42991.0,NULL,NULL
"Chevrolet",53324,"Suburban LT","1GNSKHKC3KR391904",49250.0,NULL,NULL
"Volkswagen",25878,"Atlas 3.6L SE w/Technology","1V2HR2CA5MC529004",38996.0,NULL,NULL
"BMW",49798,"330 i xDrive","WBA5R7C53KAJ80502",38480.0,NULL,NULL
"GMC",15691,"Terrain SLE","3GKALTEV9KL400134",28998.0,NULL,NULL
"Chevrolet",46777,"Equinox 1LT","2GNAXUEV1K6190615",24695.0,NULL,NULL
"Dodge",66541,"Durango GT","1C4RDJDG9HC806275",31307.0,NULL,NULL
"GMC",76064,"Acadia Denali","1GKKNXLS5KZ160863",36380.0,NULL,NULL
"Toyota",84268,"Sienna LE","5TDKK3DC1GS713263",25977.0,NULL,NULL
"Chevrolet",6095,"Tahoe High Country","1GNSKTKL7MR260500",79699.0,NULL,NULL
"RAM",82231,"1500 Laramie","1C6SRFRT8KN654837",38500.0,NULL,NULL
"Chrysler",26250,"Pacifica Touring L","2C4RC1BG8MR565185",39998.0,NULL,NULL
"Honda",31160,"CR-V EX-L","5J6RW2H87LA010139",33995.0,NULL,NULL
"Chevrolet",48778,"Silverado 1500 1LT","3GCUKRER7JG103727",39750.0,NULL,NULL
"Lincoln",95016,"MKZ Reserve I","3LN6L2JK3GR607500",19999.0,NULL,NULL
"Chevrolet",46934,"Equinox Premier w/2LZ","3GNAXYEX0LS543597",33476.0,NULL,NULL
"Toyota",4700,"Corolla LE","JTDEPMAEXMJ143248",26795.0,NULL,NULL
"Chevrolet",45036,"Traverse LT Leather","1GNEVHKWXKJ236893",39999.0,NULL,NULL
"Chevrolet",11244,"Equinox 1LT","3GNAXUEV5LS570074",28999.0,NULL,NULL
"Toyota",46837,"RAV4 Hybrid LE","2T3MWRFV5KW032500",35995.0,NULL,NULL
"Mazda",46206,"CX-5 Touring","JM3KFBCM7L0791317",26799.0,NULL,NULL
"Chevrolet",23556,"Equinox 2LT","3GNAXTEV4LS720783",26398.0,NULL,NULL
"Jeep",44501,"Grand Cherokee Limited","1C4RJFBG9LC314119",37677.0,NULL,NULL
"Honda",55331,"Accord EX-L","1HGCV1F53JA134585",28990.0,NULL,NULL
"Chevrolet",93509,"Suburban LT","1GNSKHKC0KR147949",43995.0,NULL,NULL
"Nissan",59407,"Rogue SV","5N1AT2MV1HC890849",19698.0,NULL,NULL
"Cadillac",35628,"XT4 Sport","1GYFZFR49KF220336",39997.0,NULL,NULL
"GMC",57194,"Acadia SLE-2","1GKKNSLA0KZ166239",28247.0,NULL,NULL
"Cadillac",9879,"Escalade Premium Luxury Platinum","1GYS4DKL7MR361992",116997.0,NULL,NULL
"Honda",32130,"CR-V EX-L","5J6RW2H88KL034100",31499.0,NULL,NULL
"Chevrolet",84131,"Equinox 1LT","2GNAXUEV2K6244035",23988.0,NULL,NULL
"Ford",31456,"Fusion SE","3FA6P0HD2LR119319",24495.0,NULL,NULL
"Jeep",53568,"Grand Cherokee Limited","1C4RJFBGXHC891328",29500.0,NULL,NULL
"Subaru",94287,"Outback 2.5i Limited","4S4BSBNC4G3231876",22495.0,NULL,NULL
"Ford",71320,"F-150 Lariat","1FTEW1EG5JFA82161",39950.0,NULL,NULL
"Honda",69609,"CR-V Touring","5J6RW2H9XKL001432",29599.0,NULL,NULL
"Ford",33321,"Explorer XLT","1FM5K8D81JGC83818",34998.0,NULL,NULL
"Lexus",31386,"GX 460 Base","JTJAM7BX5L5242458",56699.0,NULL,NULL
"Jeep",82042,"Grand Cherokee Limited","1C4RJFBG8HC622485",27991.0,NULL,NULL
"BMW",26289,"X7 xDrive40i","5UXCW2C55KL086503",72980.0,NULL,NULL
"Ford",33255,"F-150 XLT","1FTEW1EP9KKF13979",44488.0,NULL,NULL
"Chevrolet",64212,"Equinox 1LT","2GNFLFEK5F6105235",12995.0,NULL,NULL
"Nissan",4299,"Rogue SL","JN8AT3CB5MW241182",38998.0,NULL,NULL
"Toyota",34015,"Highlander XLE","5TDJZRFH2KS597700",37998.0,NULL,NULL
"Honda",84627,"Accord EX-L","1HGCR2F92HA044027",23998.0,NULL,NULL
"Ford",40096,"EcoSport SE","MAJ6P1UL9JC210019",20996.0,NULL,NULL
"Mercedes-Benz",15605,"C-Class C 300 4MATIC","55SWF4KB4JU277413",36884.0,NULL,NULL
"Land",42916,"Rover Range Rover Evoque SE Premium","SALVP2RX9JH272541",36980.0,NULL,NULL
"Honda",39135,"CR-V LX","5J6RW6H33KL001470",26595.0,NULL,NULL
"Mazda",53675,"CX-5 Grand Touring","JM3KFBDM7K0503048",28000.0,NULL,NULL
"Chevrolet",71265,"Equinox LT","2GNALCEK2H1602977",17994.0,NULL,NULL
"INFINITI",52856,"QX30 Premium","SJKCH5CR6HA036405",24990.0,NULL,NULL
"Ford",27100,"F-150 XLT","1FTEW1EG6JFA37391",41998.0,NULL,NULL
"Chevrolet",20193,"Trax LT","3GNCJLSB1KL386256",20198.0,NULL,NULL
"Toyota",88385,"Sienna LE","5TDKK3DC4FS582019",20995.0,NULL,NULL
"Mazda",24701,"CX-9 Touring","JM3TCBCY2K0303373",33785.0,NULL,NULL
"GMC",27838,"Terrain Denali","3GKALXEX2KL265801",34997.0,NULL,NULL
"Chevrolet",72927,"Silverado 1500 LTZ","1GCUYGED6KZ314927",43897.0,NULL,NULL
"Jeep",20363,"Grand Cherokee Limited","1C4RJFBG2LC231535",40246.0,NULL,NULL
"Subaru",36146,"Ascent Limited 7-Passenger","4S4WMAPD8K3438484",34995.0,NULL,NULL
"Honda",13648,"CR-V EX","5J6RW2H5XKL036579",29995.0,NULL,NULL
"Honda",22815,"Accord Touring 2.0T","1HGCV2F90KA036401",34416.0,NULL,NULL
"Kia",32419,"K5 LXS","5XXG14J20MG066152",26998.0,NULL,NULL
"Chevrolet",38423,"Silverado 1500 LTZ","3GCUYGEL4LG110555",52998.0,NULL,NULL
"Jeep",45741,"Cherokee Limited","1C4PJMDS1HW638636",25290.0,NULL,NULL
"Ford",51683,"F-150 XLT","1FTEW1E51KFA37895",38726.0,NULL,NULL
"Chevrolet",69003,"Equinox 1LT","3GNAXKEV4KS510693",21900.0,NULL,NULL
"RAM",43560,"1500 Big Horn","3C6RR7LT7HG641169",26852.0,NULL,NULL
"Subaru",34344,"Outback 2.5i Premium","4S4BSAHC5K3342242",28899.0,NULL,NULL
"Subaru",49390,"Crosstrek 2.0i Premium","JF2GTABC5J9249394",24998.0,NULL,NULL
"Ford",75428,"Fusion Hybrid SE","3FA6P0LU3KR210430",22998.0,NULL,NULL
"Lincoln",15411,"Nautilus Reserve","2LMPJ8K99LBL13749",48691.0,NULL,NULL
"Lexus",18715,"GX 460 Base","JTJAM7BX6L5262556",56999.0,NULL,NULL
"Subaru",84173,"Outback 2.5i Limited","4S4BSANC1H3378135",23595.0,NULL,NULL
"Subaru",57255,"Forester 2.5i Premium","JF2SJAGCXJH566084",24995.0,NULL,NULL
"Nissan",42894,"Maxima 3.5 SV","1N4AA6AP7JC402460",23988.0,NULL,NULL
"Cadillac",34901,"XT4 Sport","1GYFZFR49KF116722",39997.0,NULL,NULL
"Toyota",35756,"Camry SE","4T1B11HK9KU200870",30977.0,NULL,NULL
"Ford",46514,"Fusion Hybrid SE","3FA6P0LU1KR189111",25985.0,NULL,NULL
"Honda",8869,"HR-V EX-L","3CZRU6H76KM732112",29995.0,NULL,NULL
"Toyota",35647,"Corolla LE","JTDEPMAE5MJ167456",26485.0,NULL,NULL
"RAM",26625,"1500 Laramie","1C6SRFJT4KN774906",47500.0,NULL,NULL
"Ford",29560,"F-150 XLT","1FTEW1EP2KFD11235",39995.0,NULL,NULL
"Mazda",81106,"CX-5 Grand Touring","JM3KE4DY8G0827733",21199.0,NULL,NULL
"Subaru",60477,"Forester 2.5i Premium","JF2SJADC8GH468488",15490.0,NULL,NULL
"RAM",65529,"1500 Big Horn","1C6RR7LT7GS222584",30940.0,NULL,NULL
"Jeep",46706,"Cherokee Trailhawk","1C4PJMBX4KD362597",28586.0,NULL,NULL
"Honda",23119,"Civic EX","SHHFK7H65KU212434",28299.0,NULL,NULL
"Chrysler",86326,"Sebring LXi","1C3EL56R92N124973",6500.0,NULL,NULL
"Ford",19492,"F-150 XLT","1FTEW1EP5KFC42590",43995.0,NULL,NULL
"Subaru",31975,"Outback 2.5i Premium","4S4BSAHC2K3392788",29222.0,NULL,NULL
"Porsche",48052,"Cayenne S","WP1AB2A22GLA92228",45388.0,NULL,NULL
"RAM",35223,"1500 Rebel","1C6SRFLT4KN703380",48722.0,NULL,NULL
"Volkswagen",91855,"Tiguan 2.0T SE","3VV2B7AX1JM180211",22875.0,NULL,NULL
"Hyundai",33920,"Sonata SE","5NPE24AF7KH814792",23900.0,NULL,NULL
"Dodge",61033,"Challenger R/T","2C3CDZBT0HH548945",30998.0,NULL,NULL
"Hyundai",79353,"Elantra Value Edition","5NPD84LF2JH274628",18499.0,NULL,NULL
"Jeep",31273,"Grand Cherokee Overland","1C4RJFCG7KC688676",41936.0,NULL,NULL
"Porsche",28535,"Taycan 4S","WP0AB2Y1XLSA50200",121990.0,NULL,NULL
"Kia",31440,"Forte LX","3KPFK4A70JE203177",19879.0,NULL,NULL
"Honda",33164,"CR-V EX","5J6RW2H54KA020549",30498.0,NULL,NULL
"GMC",42017,"Terrain Denali","3GKALXEX6KL395824",34599.0,NULL,NULL
"Jeep",58451,"Grand Cherokee Summit","1C4RJFJG8GC396111",32999.0,NULL,NULL
"Chevrolet",47950,"Equinox Premier w/1LZ","3GNAXXEV9KS667276",28900.0,NULL,NULL
"Ford",52636,"F-150 XLT","1FTEW1E57KFB55255",37781.0,NULL,NULL
"Lincoln",22436,"MKC Reserve","5LMTJ3DH7KUL22053",38998.0,NULL,NULL
"Lincoln",23291,"Aviator Reserve AWD","5LM5J7XC3LGL22518",59587.0,NULL,NULL
"Ford",49118,"F-150 XLT","1FTFW1E59JFC17502",36999.0,NULL,NULL
"GMC",77975,"Acadia Limited Limited","1GKKVSKDXHJ149354",26995.0,NULL,NULL
"Toyota",27087,"RAV4 XLE Premium","2T3A1RFV8KW081739",35500.0,NULL,NULL
"Toyota",45129,"Camry LE","4T1C11AK2LU509984",27990.0,NULL,NULL
"Hyundai",10008,"Kona SEL","KM8K6CAB6NU836979",26250.0,NULL,NULL
"Kia",42827,"Soul Base","KNDJN2A28K7917327",21795.0,NULL,NULL
"Toyota",31037,"RAV4 LE","JTMF1RFV2KD033317",31995.0,NULL,NULL
"Acura",30393,"MDX 3.5L w/Technology Package","5J8YD4H52KL030327",42989.0,NULL,NULL
"INFINITI",55828,"QX60 Luxe","5N1DL0MM2KC515066",36990.0,NULL,NULL
"Audi",27403,"Q5 2.0T Premium Plus","WA1BNAFY5K2088414",41499.0,NULL,NULL
"Subaru",27103,"Ascent Touring 7-Passenger","4S4WMARD9L3432840",41989.0,NULL,NULL
"GMC",19689,"Sierra 1500 Denali","3GTU9FEL0LG428194",60990.0,NULL,NULL
"Hyundai",11159,"Sonata SE","5NPE24AF9KH805950",21998.0,NULL,NULL
"Acura",73525,"RDX A-Spec","5J8TC2H62KL803386",36785.0,NULL,NULL
"Cadillac",20454,"Escalade Premium Luxury Platinum","1GYS4DKL4MR168456",115997.0,NULL,NULL
"Ford",48784,"F-150 XLT","1FTEW1E58LKE95765",43987.0,NULL,NULL
"Kia",71532,"Soul +","KNDJP3A57K7636310",16776.0,NULL,NULL
"Jeep",83110,"Compass High Altitude","1C4NJDEB8GD745442",16995.0,NULL,NULL
"Audi",11680,"Q5 2.0T Premium Plus","WA1BNAFY7K2033723",43975.0,NULL,NULL
"Lexus",18550,"RX 350 Base","2T2HZMDAXLC221176",50699.0,NULL,NULL
"Volkswagen",74505,"Beetle","3VWV67AT3CM616604",15995.0,NULL,NULL
"BMW",32525,"X7 xDrive40i","5UXCW2C51KL084988",69980.0,NULL,NULL
"Chevrolet",34890,"Colorado Z71","1GCGTDE33G1151547",33999.0,NULL,NULL
"Subaru",30982,"Outback Onyx Edition XT","4S4BTGKD2L3140932",36993.0,NULL,NULL
"Cadillac",84326,"CTS Premium","1G6DS1E30D0134844",19379.0,NULL,NULL
"Audi",72894,"A6 3.0T Prestige quattro","WAUHGAFC1EN016530",23995.0,NULL,NULL
"Honda",25326,"Pilot EX-L","5FNYF6H5XLB059230",38320.0,NULL,NULL
"Toyota",48461,"Corolla SE","2T1BURHE0KC243236",26444.0,NULL,NULL
"Toyota",12459,"Camry LE","4T1B11HK5KU778707",28795.0,NULL,NULL
"Toyota",44997,"RAV4 LE","2T3F1RFV5MW192242",29598.0,NULL,NULL
"Ford",57862,"F-150 XLT","1FTEW1EF2HKC20568",34806.0,NULL,NULL
"Honda",29525,"Pilot EX-L","5FNYF6H50LB031744",38498.0,NULL,NULL
"Jeep",84959,"Cherokee Trailhawk","1C4PJMBX4KD398841",24999.0,NULL,NULL
"Toyota",37147,"Highlander XLE","5TDGZRBH2LS023034",44977.0,NULL,NULL
"Jeep",21182,"Grand Cherokee Limited","1C4RJFBG0KC639062",35632.0,NULL,NULL
"Ford",36020,"Explorer Limited","1FM5K8F86GGC94397",28764.0,NULL,NULL
"Lexus",34871,"RX 350 350","2T2BZMCA9KC183445",46999.0,NULL,NULL
"Jeep",28946,"Grand Cherokee Overland","1C4RJFCG1KC670206",40998.0,NULL,NULL
"GMC",18374,"Terrain Denali","3GKALXEX3KL201055",38976.0,NULL,NULL
"Toyota",93705,"RAV4 XLE","2T3RFREV4FW373240",22497.0,NULL,NULL
"Honda",39602,"Passport EX-L","5FNYF8H56LB000137",37508.0,NULL,NULL
"GMC",31510,"Terrain Denali","3GKALXEX0KL180424",35495.0,NULL,NULL
"Volkswagen",30499,"Tiguan 2.0T S","3VV0B7AX6KM102287",26985.0,NULL,NULL
"Chevrolet",23997,"Trax LS","3GNCJNSB2KL340222",20900.0,NULL,NULL
"Dodge",35942,"Journey GT","3C4PDDEG6HT595791",17997.0,NULL,NULL
"Chevrolet",47846,"Blazer 3LT BOSE","3GNKBHRS3KS655519",37299.0,NULL,NULL
"Ford",13657,"Edge SEL","2FMPK4J93LBA19556",34992.0,NULL,NULL
"Ford",22668,"F-150 XLT","1FTEW1EP4LKE05397",43999.0,NULL,NULL
"Kia",31171,"Sorento LX","5XYPG4A32LG669444",27995.0,NULL,NULL
"Subaru",87931,"Forester 2.5i Premium","JF2SJAGCXJH549558",22900.0,NULL,NULL
"Kia",17633,"Sorento LX","5XYPGDA3XLG637857",30893.0,NULL,NULL
"INFINITI",44585,"QX50 ESSENTIAL","3PCAJ5M30KF106410",33599.0,NULL,NULL
"Toyota",13273,"Tacoma TRD Sport","5TFDZ5BN3JX037498",44877.0,NULL,NULL
"Chevrolet",39357,"Equinox 1LT","3GNAXUEV8KL258761",24399.0,NULL,NULL
"Chevrolet",43857,"Blazer 2LT","3GNKBGRS3KS675604",35500.0,NULL,NULL
"Chevrolet",15718,"Equinox 1LT","3GNAXUEV9ML379172",28998.0,NULL,NULL
"Honda",37512,"CR-V EX-L","5J6RM4H72EL104137",23000.0,NULL,NULL
"Jeep",44089,"Grand Cherokee Altitude","1C4RJFAG5LC177519",39990.0,NULL,NULL
"Chevrolet",24633,"Tahoe High Country","1GNSKTKL8MR422814",76731.0,NULL,NULL
"Ford",14100,"EcoSport SE","MAJ3P1TEXJC199912",22599.0,NULL,NULL
"Toyota",42493,"4Runner SR5","JTEBU5JR6L5794528",38699.0,NULL,NULL
"Jeep",13319,"Grand Cherokee Altitude","1C4RJFAG8LC415475",40990.0,NULL,NULL
"GMC",80403,"Acadia SLE-2","1GKKNSLS0HZ218390",23599.0,NULL,NULL
"Chevrolet",48530,"Equinox 1LT","2GNAXKEV6K6133993",22990.0,NULL,NULL
"GMC",12877,"Yukon XL Denali","1GKS2JKL2MR142078",88998.0,NULL,NULL
"Buick",15450,"Encore GX Preferred","KL4MMCSL0LB102917",27995.0,NULL,NULL
"BMW",20008,"X3 xDrive30i","5UXTR9C5XKLE12377",40990.0,NULL,NULL
"Kia",39653,"Soul Base","KNDJN2A29K7668942",19995.0,NULL,NULL
"Chevrolet",41219,"Silverado 1500 LT","1GCVKREC3JZ235514",36495.0,NULL,NULL
"Chevrolet",59187,"Equinox 1LT","2GNFLFE33H6237356",21282.0,NULL,NULL
"Kia",43744,"Soul +","KNDJP3A56K7674871",17988.0,NULL,NULL
"Volkswagen",51049,"Tiguan 2.0T SEL","3VV2B7AX5JM213260",27000.0,NULL,NULL
"Ford",89974,"F-150 XLT","1FTEW1E54KFB91601",32442.0,NULL,NULL
"Ford",25374,"Escape SE","1FMCU0GDXKUB50389",23409.0,NULL,NULL
"Subaru",34240,"Forester Premium","JF2SKAJC2LH476033",30422.0,NULL,NULL
"Ford",41102,"F-150 XLT","1FTFW1E52KFB93612",39996.0,NULL,NULL
"RAM",52229,"1500 Tradesman/Express","1C6RR7KT3ES201181",27999.0,NULL,NULL
"Honda",32173,"CR-V EX-L","5J6RW2H8XKL002569",30295.0,NULL,NULL
"Toyota",37893,"Camry LE","4T1C11AK7LU346202",27990.0,NULL,NULL
"Jeep",64999,"Wrangler Unlimited Sahara","1C4HJXEN7JW226032",39900.0,NULL,NULL
"Ford",36307,"F-150 Lariat","1FTEW1C57JKD35117",37994.0,NULL,NULL
"RAM",16570,"1500 Laramie","1C6SRFJT7LN171692",49597.0,NULL,NULL
"Volkswagen",62294,"Atlas 3.6L SE w/Technology","1V2UR2CA5KC532531",33280.0,NULL,NULL
"Subaru",53012,"Outback 2.5i Limited","4S4BSAKC9H3332623",21574.0,NULL,NULL
"Subaru",22459,"Outback Onyx Edition XT","4S4BTGKD5L3211833",35444.0,NULL,NULL
"RAM",21778,"1500 Classic SLT","1C6RR7GTXMS566416",41999.0,NULL,NULL
"Toyota",32460,"RAV4 XLE Premium","JTMA1RFVXKD023211",36795.0,NULL,NULL
"Ford",23966,"Edge SEL","2FMPK4J98LBB63586",34872.0,NULL,NULL
"Toyota",33221,"RAV4 XLE","JTMP1RFV0KD023907",34885.0,NULL,NULL
"Ford",69734,"F-150 Lariat","1FTEW1EG5JFE23431",39990.0,NULL,NULL
"Honda",28222,"Civic LX","2HGFC2F63KH561155",23295.0,NULL,NULL
"Cadillac",90368,"ATS 2.0L Turbo Luxury","1G6AH5SX6G0150003",20799.0,NULL,NULL
"Subaru",33335,"Forester 2.5i Limited","JF2SJAJC3JH466370",28900.0,NULL,NULL
"Toyota",4348,"RAV4 Hybrid XSE","4T3E6RFVXMU052801",53984.0,NULL,NULL
"Chevrolet",67341,"Equinox 1LT","3GNAXKEV0KS522243",21995.0,NULL,NULL
"Toyota",39220,"RAV4 XLE Premium","2T3A1RFV3KW083740",37685.0,NULL,NULL
"Lincoln",22707,"Aviator Reserve AWD","5LM5J7XC2LGL02650",60989.0,NULL,NULL
"Mitsubishi",22986,"Outlander Sport 2.0 ES","JA4ARUAU6MU012987",25498.0,NULL,NULL
"Volkswagen",36567,"Tiguan 2.0T SE","3VV2B7AX4KM046360",30000.0,NULL,NULL
"Mercedes-Benz",36684,"GLC 300 Base 4MATIC","WDC0G4KB5KF662846",36574.0,NULL,NULL
"Ford",72702,"Explorer Limited","1FM5K8F88HGA17946",28495.0,NULL,NULL
"Ford",68471,"EcoSport SE","MAJ3P1TE2JC160487",20000.0,NULL,NULL
"Jeep",49411,"Grand Cherokee Limited","1C4RJFBG4HC912738",29998.0,NULL,NULL
"Ford",26287,"Edge SEL","2FMPK4J96KBC18020",30990.0,NULL,NULL
